scientificName,decimalLatitude,decimalLongitude,year,basisOfRecord,species_standard
Impatiens glandulifera Royle,59.08794,16.63383,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.38047,13.17668,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.25563,13.28884,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.99085,16.48341,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.70482,14.53346,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.26688,15.33777,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.89323,20.14955,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,64.35067,20.50506,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.59826,12.78424,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,64.2282,19.98957,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,60.74804,15.00522,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.48738,13.13218,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.35188,13.02024,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.85467,11.99907,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.31291,13.35452,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,64.92314,20.04784,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.24744,17.22902,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.84075,17.58295,2022,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.85585,20.32303,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.31497,14.14425,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.12782,12.45906,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.62028,11.92917,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,65.6053,22.13204,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.43427,12.21058,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.14365,15.6814,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.16173,14.06039,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.30819,15.21645,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.84033,20.17961,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.95494,16.29878,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.31484,11.68687,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,60.59303,16.7569,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.61207,11.89021,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,60.07711,16.65539,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.83938,20.22277,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,64.22817,19.98964,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.64569,16.03631,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.83452,20.22339,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.80423,20.36298,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.43518,16.96111,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,62.90724,15.27046,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.85053,19.92993,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.03965,16.21372,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.47494,13.77964,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,64.76567,20.96026,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.33014,14.71722,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.89002,12.04299,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.68942,14.53732,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.64926,12.88034,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,64.91099,19.89898,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.31057,15.172,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.81301,20.20357,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.68802,12.90654,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.1674,13.80649,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.49555,13.10831,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.81381,20.41907,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.67274,15.83757,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.61691,11.88611,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.6952,20.30374,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,65.64022,21.3871,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.09938,12.83874,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.44166,16.60083,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.40279,15.77689,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.75448,20.35883,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.41276,13.11821,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,65.82038,21.73037,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,62.88355,17.84113,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,65.74256,21.79201,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.24702,12.87484,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.71044,12.03102,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.91676,19.81549,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.70961,20.3134,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.77358,19.9915,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.74445,20.35611,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.83938,20.22277,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.34397,13.02789,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.16215,14.06078,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.31437,15.22802,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,62.4323,17.68464,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.38402,13.5646,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,60.59477,16.76724,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.7643,14.15034,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,65.57046,21.95448,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,65.6171,22.1214,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,65.60505,22.13343,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,65.72707,21.79637,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.69844,20.31063,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.84421,20.1794,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,65.79072,21.69012,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.45083,11.97556,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,60.6268,15.60233,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.81794,14.1544,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.84086,20.47311,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,60.47215,15.45884,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.62409,17.68419,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.32749,17.07919,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.38699,15.69019,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.62333,15.06421,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.75944,11.93917,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.73609,14.47466,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.0537,17.02786,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,65.76418,21.71482,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.19018,13.57044,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.57144,19.83674,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.47507,13.77858,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,65.768,21.71405,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,65.50508,20.74037,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.85474,11.99642,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.6848,11.9507,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.53947,12.42371,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.73194,12.02722,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.37264,12.29791,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.75411,12.23906,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.41726,13.54118,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.37952,12.84282,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,62.91217,15.23879,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,60.59831,16.77757,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.92485,14.84961,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,60.79579,17.30515,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,64.35031,20.497,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.49501,13.10854,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.79886,20.18214,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.90387,20.55441,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.39997,13.16059,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,64.74316,20.90514,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.79785,20.18455,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.75559,11.94596,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.79629,15.90103,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,65.76423,21.76414,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,65.23792,21.37572,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,65.76394,21.76446,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,62.53558,15.9247,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.27366,14.52901,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.59826,12.78424,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.16162,14.06142,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,64.83465,20.97815,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.38334,13.49113,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,64.52115,20.66699,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.85128,16.62963,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.75944,11.93917,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.94254,18.92603,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.0333,12.39548,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,64.19679,19.71089,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.09264,14.4193,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,64.36287,21.30466,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.1843,15.70619,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,65.84238,21.6979,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.63465,13.04048,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,62.28709,17.36237,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.53835,14.26974,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.84704,11.90937,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.4088,13.50631,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,55.92512,14.0437,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,65.7679,21.70223,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.82566,20.26307,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.7373,13.02087,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.03103,12.3931,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.42419,13.44186,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.60491,14.86857,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,64.74213,21.02607,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.84328,20.20733,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.59826,12.78424,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.17256,15.15105,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,64.72559,21.07237,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.53243,18.06401,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,60.60529,16.62105,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.55201,12.69031,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.03381,16.22245,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.29212,15.83544,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.6818,13.49207,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.3816,12.96877,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.83784,20.18743,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.32304,14.12745,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.63687,13.0444,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.69512,20.36489,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,60.43547,15.51059,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,62.31609,16.79926,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,65.60188,22.05554,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,62.92038,17.80579,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.32544,13.28269,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,62.41222,17.26639,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.81781,20.18684,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.59826,12.78424,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.41331,14.10533,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.47492,13.78008,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.7125,16.86467,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.52103,13.47535,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,65.82498,21.73809,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.47499,13.77783,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,65.76369,21.7648,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,65.56188,22.32735,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.97703,12.1899,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.37698,15.01764,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.63805,12.9024,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.59826,12.78424,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,60.75078,15.01155,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.77152,19.92593,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.36405,13.03907,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.26254,18.78499,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.71008,12.9221,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.35224,13.33475,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.03103,16.08575,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.35384,13.33397,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.43483,12.20984,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.49763,17.9404,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,65.81377,21.69292,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,62.54086,15.90959,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,62.9284,17.75038,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.2662,14.98205,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,60.59122,16.75779,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.28747,15.72886,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.59826,12.78424,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.52376,13.50977,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.89972,19.75555,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.85469,11.9966,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,62.99584,17.66417,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,65.28892,21.41028,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,60.75218,15.01216,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.17247,15.23432,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.35183,13.47044,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.84033,20.17961,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.85297,14.90114,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.27278,16.5012,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.77152,19.92593,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.71508,15.14222,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,64.63567,16.66465,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.83938,20.22277,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.79255,20.57537,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.74759,20.23598,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.61431,12.80691,1970,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,55.61991,14.23646,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.83833,20.46778,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.28142,14.45115,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,60.4721,15.46106,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.32548,11.72078,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.6408,12.86737,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.69117,20.22186,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.49303,13.1472,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.00373,17.66901,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,60.80025,15.08491,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.19082,18.14538,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,64.51146,21.341919999999998,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,60.60551,15.76896,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.71074,13.12767,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.7689,19.61907,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,64.7979,21.04703,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,60.62277,15.61356,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.4185,13.03111,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.49241,12.12501,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.61585,13.0418,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.05021,15.00858,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.67361,12.62473,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.17722,14.09083,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,62.63144,17.9695,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.970215,18.326029,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.641268,11.956715,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.592518,11.536088,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.914664,13.18153,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.148868,16.04159,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.642744,11.931716,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.224131,17.582062,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.963837,15.884195,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.710868,12.02903,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.55571,19.39988,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.61806,19.90389,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.528,19.40851,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,64.76915,20.9108,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.12863,12.1443,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.28775,18.90987,2023,HUMAN_OBSERVATION,Impatiens glandulifera
