scientificName,decimalLatitude,decimalLongitude,year,basisOfRecord,species_standard
Impatiens glandulifera Royle,59.44564,13.44937,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.48476,13.37552,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.45536,13.4132,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.42564,13.54977,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.45361,13.42438,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.42985,13.53142,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.44665,13.44365,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.45263,13.42644,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.45434,13.42338,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.48486,13.37684,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.45545,13.41321,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.47088,13.37903,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.44583,13.44926,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.7052,14.13673,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.48503,13.37555,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.42554,13.54977,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.45054,13.4329,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.381582,13.854183,2017,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.594639,13.347653,2016,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.630028,13.432612,2016,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.709407,14.159299,2017,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.381582,13.854183,2017,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.62865,12.822731,2017,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.65,14.237,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91158,14.06858,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92733,14.113340000000001,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.666,14.264,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91496,14.06429,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92664,14.11269,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.666,14.264,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91181,14.06817,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92521,14.1124,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,60.13479,15.21022,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.9146,14.06506,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.77816,20.21906,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.74244,20.40464,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.666,14.265,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92664,14.11269,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92626,14.11358,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91477,14.07161,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92856,14.11858,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.95499,14.11072,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.9283,14.12149,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.95822,14.10084,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91477,14.07161,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.666,14.265,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92715,14.1147,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.74421,11.89291,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.9273,14.12254,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92821,14.12145,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.74238,20.40422,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92253,14.10029,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.95747,14.10519,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92253,14.10029,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.74817,11.9108,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91481,14.08298,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92859,14.11958,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92821,14.12145,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.914790000000004,14.07679,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92777,14.12224,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92777,14.12224,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.9567,14.10898,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91662,14.09555,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92771,14.12059,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92821,14.12145,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91372,14.08654,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.9283,14.12149,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91436,14.06591,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92664,14.11269,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.72553,14.11027,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.15422,14.66949,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92859,14.11958,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.666,14.265,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.666,14.265,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92533,14.11156,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.96132,14.08831,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91158,14.06858,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92726,14.11515,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.09482,14.03966,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.75063,11.87485,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.9148,14.06717,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91491,14.0656,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92626,14.11358,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.04738,14.18191,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.5593,16.45078,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91436,14.06591,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92821,14.12145,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.9285,14.11887,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.88882,14.0986,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91197,14.06945,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91555,14.0928,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.9283,14.12149,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.95525,14.11031,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.666,14.265,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91475,14.07763,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92856,14.11858,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91436,14.06591,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92542,14.11079,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.55919,16.45177,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.651,14.232,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91662,14.09555,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.95707,14.10838,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91696,14.09765,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.95725,14.10527,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.95706,14.10818,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.65,14.237,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.75131,11.89743,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.651,14.233,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91959,14.09952,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91477,14.07161,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92726,14.11515,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.55895,16.45231,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.55991,16.45152,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.05413,14.17956,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91696,14.09765,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.95456,14.11355,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.666,14.265,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91887,14.0998,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.95807,14.10168,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.914790000000004,14.07679,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.666,14.265,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.95696,14.10879,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.95703,14.10865,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.74923,11.89772,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91491,14.0656,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.74431,11.89343,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.88846,14.09966,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.88945,14.09802,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.07236,13.12358,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.95465,14.11158,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91475,14.07763,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.10476,14.2049,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.55965,16.44974,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92703,14.11276,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.666,14.265,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.65,14.236,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.88802,14.10015,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92253,14.10029,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.74258,11.89686,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91496,14.06429,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91496,14.06429,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.651,14.233,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.65,14.237,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91714,14.09909,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.95476,14.1116,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92703,14.11276,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.74283,20.40581,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.666,14.265,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.59581,13.72279,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.666,14.265,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91462,14.09092,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.57366,14.79921,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.04155,11.35011,2023,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.7501,11.87487,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.95735,14.10598,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91959,14.09952,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92821,14.12145,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.88846,14.09966,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.74921,11.8976,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.88846,14.09966,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91158,14.06858,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92626,14.11358,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.649,14.234,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.07401,13.12399,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.92777,14.12224,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.95573,14.10985,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91662,14.09555,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.95521,14.1105,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91472,14.07581,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.91491,14.0656,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.38918,13.57779,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.55821,13.32244,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.38941,13.57239,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.43299,13.54972,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.9896,11.20056,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.99095,11.20252,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.5906,16.51227,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.15163,18.51013,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.98971,11.20035,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.59163,16.5093,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.51025,11.83104,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.9913,11.2036,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.99092,11.20159,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.41655,13.53827,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.03673,11.35579,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.99101,11.40884,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.0353,11.35615,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.49477,16.59424,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.81886,12.56646,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.49727,16.59246,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.99142,11.20389,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.59044,16.51295,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.38936,13.57943,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.43339,13.54886,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.9885,11.19933,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.98891,11.1997,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.15129,18.50982,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.36619,13.65282,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.98893,11.19974,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.5781,13.42421,NA,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.03581,11.35577,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.50963,11.82973,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.99107,11.2029,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.55854,13.3396,NA,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.9919,11.20439,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.03614,11.35578,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.4527,13.52178,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.99051,11.2017,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.98861,11.19944,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.99089,11.20238,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.50938,11.829,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.98982,11.2009,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,55.78191,13.22191,2015,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,55.78191,13.22191,2005,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.90139,12.75398,2016,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.6659,12.75309,2009,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,55.78191,13.22191,2010,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.90139,12.75398,2016,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.6659,12.75309,2004,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,57.861072,11.997207,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.48284,13.2194,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.48264,13.21579,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.52576,15.99142,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.52483,15.99232,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.948480000000004,16.51944,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.75839,12.87989,2010,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.4822,13.21932,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.52744,15.99136,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.0877,17.27773,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.38442,17.21832,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.494,13.2053,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.63399,16.64187,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.49357,13.20276,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.08092,17.31245,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.49052,13.23704,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,60.07303,15.92943,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.93216,19.22912,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.85607,15.8251,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.48828,13.13942,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.75811,12.43918,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.49544,13.19291,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.5263,15.99147,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.93217,19.22895,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.93215,19.2294,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.43693,16.61044,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.34723,16.50649,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.4912,13.13987,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.86815,15.649,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.41078,16.84496,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.75666,12.43877,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.49086,13.23707,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.34395,16.49302,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.65691,16.12749,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.53147,15.98828,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.85852,15.8283,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.48519,13.23345,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,63.93218,19.22882,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.63088,16.10744,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,56.46145,12.69473,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.63571,11.33733,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.85804,15.8242,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.53147,15.98828,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.4957,13.19613,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.68578,16.27484,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.60974,16.62657,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.03092,15.66775,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.53074,15.98873,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,59.70554,16.45543,2025,HUMAN_OBSERVATION,Impatiens glandulifera
Impatiens glandulifera Royle,58.49311,13.2184,2025,HUMAN_OBSERVATION,Impatiens glandulifera
