scientificName,decimalLatitude,decimalLongitude,year,basisOfRecord
Heracleum mantegazzianum Sommier & Levier,55.8209,14.080870000000001,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.73131,14.08924,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.77733,11.98512,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.72929,14.11497,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.78711,14.14243,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.68927,17.05772,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.73267,14.09474,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.57956,13.80801,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.7301,14.11435,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.7983,14.28739,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.71978,14.05026,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.59019,13.79077,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.68183,14.31211,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.3718,17.85845,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.71816,14.04727,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.90923,14.54398,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.73306,12.7314,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.72916,14.08088,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.71912,14.05514,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.73129,14.08732,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.72527,16.71411,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.70327,14.30843,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.73195,14.10549,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.71443,14.04296,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.73139,14.1091,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.55887,13.89705,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.55926,13.89502,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.46006,13.86727,2012,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.13581,12.72469,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.89613,12.46816,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.39423,15.38436,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.73247,14.10373,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.69212,17.03948,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.74489,12.01223,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.33121,11.90916,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.58891,13.79583,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.58648,13.8118,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.72959,14.11433,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.78635,14.09803,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.73251,14.09271,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.59008,13.78895,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.73005,14.083,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.79098,12.09213,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.58489,13.80414,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.78061,11.9839,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.68608,17.12031,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.09296,12.92331,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.7302,14.08353,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.73279,14.10333,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.72714,14.07717,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.71947,14.05325,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.72717,14.07612,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.71938,14.05456,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.72133,14.06203,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.73016,14.10776,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.0589,12.74847,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.72908,14.08073,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.72226,14.06178,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.729730000000004,14.11658,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.07169,12.72683,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.7311,14.10752,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.72929,14.11667,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.72904,14.11724,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.72828,14.07998,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.72852,14.11733,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.70033,14.11962,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.78913,12.09221,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.18616,14.25995,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.73135,14.1088,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.200005,17.81442,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.51906,13.89608,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.71077,13.16025,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.14552,12.94658,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.53359,13.89791,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.46098,13.79785,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.57976,13.80809,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.57964,13.80855,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.93047,17.13833,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.51553,13.89453,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.5808,13.79976,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.04978,14.48702,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.39747,13.99628,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.21441,17.65111,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.20815,12.79245,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.73286,11.9555,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.7786,14.1306,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.1953,15.65483,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.44356,14.5773,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.26136,15.62504,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.26097,15.62477,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,63.80046,20.28073,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.82544,18.80609,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.81067,17.64597,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.80421,14.14371,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.92696,14.40025,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.21556,15.26943,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.5809,13.79739,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.05916,12.75051,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.06982,15.74576,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.06066,14.62203,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.26789,15.7385,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.26155,15.62432,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.58089,13.79972,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.58155,13.79647,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.05174,15.93717,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.82372,14.14671,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.85261,17.66374,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.06384,15.90996,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.6738,14.09352,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.06921,12.6812,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.69798,14.11082,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.77056,14.13455,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.10576,11.84205,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.59214,16.7935,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.81246,17.64501,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.68845,14.10206,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.84142,14.15148,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.34884,15.86232,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,63.80151,20.2797,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.23421,15.27082,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.53834,13.32886,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.22687,14.83207,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.05709,15.91078,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.26079,15.62314,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.39774,13.99631,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.82495,14.15096,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.86504,11.93163,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.71184,14.12831,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.72952,14.12755,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.01167,14.06322,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.05045,12.69246,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.71336,14.11929,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.86306,13.99534,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.7896,14.23771,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.81052,17.64219,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.68852,14.10262,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.67563,16.33354,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.47769,15.98953,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.24901,15.11105,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.4809,15.98698,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.59575,16.81985,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.67994,14.08902,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.31411,15.22057,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.13388,18.07502,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.78809,14.26835,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.15176,14.63383,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.8118,14.14435,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.25477,18.06278,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.79267,13.86805,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.16963,14.86475,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.57945,13.84874,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.25629,15.62266,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.7047,14.11721,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.8086,14.1445,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.25999,15.62319,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.71738,13.97359,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.20686,14.85098,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.26072,15.62337,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.5724,15.97258,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.79049,12.09487,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.06268,15.90618,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.84128,14.15048,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.28712,15.05205,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.58381,15.85316,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.00144,14.45009,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.70037,14.12026,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.00607,14.56445,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.2616,15.62552,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.71696,14.17841,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.57971,13.80825,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.8125,17.64014,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.77642,14.12754,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.5807,13.79977,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.73586,14.1536,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.70602,14.3122,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.66839,16.3471,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.15882,14.82262,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.7759,14.18443,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.67233,16.26633,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.10992,14.67471,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.83478,12.58849,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.05133,15.93736,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.05648,15.92614,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.79208,14.23931,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.175,14.844,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.81153,14.1437,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.81235,17.64145,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.61455,15.82495,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.00512,14.45249,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.97235,14.37728,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.06098,15.93156,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.95053,12.80672,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.18068,15.608459999999999,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.81235,14.14223,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.22989,15.58947,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.94634,16.60502,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.05134,15.93811,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.8128,18.973020000000002,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.28578,17.96851,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.6334,17.86506,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.5465,11.96633,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.81827,12.73494,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.89934,16.72652,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.39135,17.99185,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.24446,12.18566,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.88259,15.13074,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.43249,17.77544,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.38789,13.5933,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.29886,18.17202,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.55084,18.09809,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.20665,18.13204,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.72077,12.69753,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.61367,18.62365,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.44898,18.0085,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.18238,12.24345,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.81437,14.10149,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.37843,13.79767,2010,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.65339,18.92817,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.38283,16.00129,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.00132,14.45049,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.27386,12.35829,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.39215,17.98998,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.23633,18.12399,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.01781,12.40374,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.05149,17.85553,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.38848,13.58317,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.2405,16.4128,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.35825,13.20534,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.46686,18.33191,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.22994,18.13448,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.253,17.87893,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.54605,11.96695,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.15554,18.06518,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.78624,14.09853,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.38719,13.54624,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.38773,13.54345,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.50544,18.17306,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.99697,17.94308,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.70232,18.37269,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.33214,18.12321,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.65217,18.92665,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.33029,18.49522,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.17854,17.82194,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.24439,17.98881,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.70894,12.89198,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.07624,14.97585,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.76814,14.15218,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.27458,17.92143,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.38805,13.53753,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.23451,17.84829,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.27445,17.92108,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.8616,12.60403,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.9366,17.79569,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.11415,18.05407,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.65203,18.92582,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.18548,17.92103,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.50788,16.00101,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.2751,18.45962,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.00755,12.73347,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.47747,18.10691,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.32813,11.97351,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.35856,18.59302,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.27462,18.46171,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.81434,14.10146,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.51161,15.71736,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.72286,12.70625,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.24953,12.17946,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,61.0173,16.19998,2021,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.27521,17.92265,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.1789,17.9221,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.1666,14.89635,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.24474,17.98905,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.01876,12.36972,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.7629,12.07709,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.88275,15.12817,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.2297,17.65006,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.27452,17.92129,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.4493,18.00666,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.77505,12.816,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.2751,18.4597,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.18516,17.92067,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.95641,18.16278,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.38689,13.57395,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.29787,18.1746,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.38631,17.98172,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.24441,17.98952,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.77791,14.13487,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.65202,18.92639,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.77302,18.41945,2022,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.7718,12.82624,2014,HUMAN_OBSERVATION
