scientificName,decimalLatitude,decimalLongitude,year,basisOfRecord
Heracleum mantegazzianum Sommier & Levier,57.96537,14.11176,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96132,14.08831,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96432,14.11808,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.9649,14.11879,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96683,14.09793,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96596,14.10198,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96428,14.11635,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96412,14.11623,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.27729,18.32811,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.9642,14.11637,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96402,14.11622,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.9643,14.1163,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96666,14.09846,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96543,14.10971,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.95822,14.10067,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96498,14.11888,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96432,14.118,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96594,14.102,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.9654,14.11182,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96502,14.11866,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.21146,18.20873,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.27711,18.32713,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.9639,14.11605,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,65.42695,18.5014,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96432,14.11628,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96491,14.11856,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96504,14.12027,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.9642,14.11622,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96543,14.11184,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96388,14.1159,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96525,14.11325,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96536,14.11203,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96661,14.09872,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96534,14.1123,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96531,14.1098,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96427,14.11632,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96419,14.11821,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96411,14.11713,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96676,14.09779,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96533,14.11247,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96532,14.1118,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.9661,14.10697,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96538,14.10965,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.96497,14.11879,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.91413,14.0664,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.726,16.15223,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.771,12.83066,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.655,14.68929,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.76117,12.84532,2010,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.75976,12.8466,2010,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.65992,14.67589,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.65769,14.6855,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.77838,13.23967,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.73107,12.04873,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.72595,13.1833,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.92724,13.96375,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.58906,16.08861,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.13372,12.84476,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.06841,12.88092,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.24815,12.18139,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.0971,12.79242,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.0034,12.74669,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.64286,14.72164,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.25116,12.17913,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.00141,12.7792,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.93507,13.5373,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.47467,13.94899,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.74987,12.00675,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.72872,13.18313,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.05886,14.5961,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.13333,14.63025,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.8914,14.09671,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.66663,16.2924,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.12603,16.75467,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.81454,13.29552,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.13463,13.10179,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.36968,17.93857,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.65083,17.24259,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.86857,12.85842,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.50202,12.69037,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.8375,14.14952,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.35526,17.99049,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.26838,18.01913,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.72938,13.18097,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.60141,14.31674,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.03728,14.14819,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.75158,17.76735,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.13963,14.63436,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.177,12.57407,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.35543,13.11643,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.14388,15.14663,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.49789,13.33751,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.83477,14.14971,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.44177,13.70927,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.21321,12.79851,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.55033,13.94715,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.91846,14.03575,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.51465,13.93076,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.77965,12.98456,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.50524,13.33241,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.34339,15.21779,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.0693,12.97558,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.67456,16.25215,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.25677,18.04423,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.23136,18.12369,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.79457,14.80369,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.04627,16.58822,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.05876,14.08906,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.50685,15.99492,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.1343,13.10546,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.05155,15.93726,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.70149,13.16167,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.10243,18.04789,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.9532,17.89542,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.60829,15.55175,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.53537,18.08823,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.7496,12.00825,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.82545,13.30244,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.77698,17.75512,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.34537,18.11429,2023,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.25702,18.04264,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.25946,18.03589,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.44961,13.76669,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.25572,18.04701,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.9341,11.86832,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.95387,17.51656,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.52704,16.527,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.69791,12.89424,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.05783,18.58772,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.0337,12.82977,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.66161,14.66585,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.60988,16.15701,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.50657,13.92142,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.63436,16.59584,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.56179,18.24257,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.92656,13.51631,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.54973,14.33519,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.56398,14.14081,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.44689,13.7097,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.10315,13.73975,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.637,17.86162,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.83463,17.69209,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,63.24154,18.51796,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.83991,17.68208,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.93362,17.92188,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.47458,15.41652,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.26853,15.62641,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.26481,18.02426,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.06705,12.9757,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.2588,15.62287,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.37467,17.91737,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.14233,13.7554,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.90499,16.72834,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.78174,14.26617,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.25752,15.18719,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.04871,12.69925,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.29661,12.79338,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.88256,12.9948,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.05257,14.0893,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.73583,12.0617,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.727290000000004,13.18255,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.10988,14.62064,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.72888,13.18207,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.55405,13.32451,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.34383,15.14077,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.82644,13.3027,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.2707,18.01366,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.50152,17.91447,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.96526,12.85577,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.63996,14.72768,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.76093,12.84202,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.66549,16.25177,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.20048,17.82095,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.50316,13.2969,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.16058,12.85679,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.56375,18.24229,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.08477,18.01388,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.02081,17.92456,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.70761,12.89343,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.27491,12.35634,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.10248,13.74035,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.44459,13.71039,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,63.33789,19.18093,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.91761,13.49318,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.5482,14.32901,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.24785,12.18123,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.36545,14.38659,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.36972,12.34464,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.13618,13.75146,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.63172,17.861,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.42228,15.1049,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.99965,12.75609,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.66378,14.68489,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.46958,13.66694,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.7353,13.18167,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.81289,13.29446,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.75065,17.767,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.58168,16.7878,2024,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.35531,17.98852,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.94469,17.90915,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.73491,13.18153,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.86975,13.06539,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.37719,17.98451,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.36516,17.95439,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.58277,13.08881,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.51224,13.20748,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.7829,12.987730000000001,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.43122,13.44538,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.26107,18.03143,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.5701,14.84409,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.5628,12.92452,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.14821,13.75832,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.13614,13.39296,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.36134,12.45476,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.60666,12.98318,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.33744,13.6631,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.13651,13.40471,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.12214,12.94012,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.11475,18.08088,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.90381,17.93349,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.85244,17.66282,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.04976,14.40248,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.9447,15.62483,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.10306,18.04672,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.92353,17.93516,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.46363,13.93387,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.76212,12.84085,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.66825,16.33832,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.89597,17.63469,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.21154,13.03047,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.52321,13.9422,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.49124,13.9391,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.03227,14.97154,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.18994,18.137,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.85187,17.66012,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.78133,12.98673,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.50448,13.30837,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.45938,13.94075,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.8381,14.14934,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.37771,17.98454,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.05161,12.97561,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.25664,15.62234,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.26212,18.02968,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.41281,17.95958,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.54146,14.2188,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.51732,15.97322,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.20604,18.15696,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.58154,14.82993,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.36966,17.93622,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.73694,12.06331,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.82241,12.41119,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.1526,13.54578,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.03815,14.14954,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.60465,15.87211,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.89658,16.72332,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.14173,15.14573,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.25547,12.17635,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.6908,14.10271,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.37791,17.98275,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.54897,13.32366,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.34437,15.14035,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,60.65056,17.24211,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.44045,12.15356,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.04825,12.69844,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.14229,13.35648,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.03793,14.14785,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.5166,18.11258,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.56197,18.24459,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.48999,13.94077,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.18236,17.67155,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.16693,17.70132,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.26569,17.99781,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.38168,17.9029,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.1182,14.62559,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.50154,17.9168,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.78053,12.98574,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.62889,16.56,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.72694,12.99639,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.84707,13.67014,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.23031,17.9665,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.23165,17.96914,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.80379,14.80738,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.20926,15.94907,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.51273,13.92826,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,58.9359,17.47563,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.11267,18.07525,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.7037,14.45047,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,56.20717,12.79177,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,57.66446,14.68779,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,55.54893,14.1209,2025,HUMAN_OBSERVATION
Heracleum mantegazzianum Sommier & Levier,59.01255,12.68384,2025,HUMAN_OBSERVATION
